bundle_final_price,bundle_url,bundle_price,bundle_name,bundle_id,items,bundle_discount
$20.15,http://store.steampowered.com/bundle/1472/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$25.87,"Naruto Shippuden Uncut Season 4, Vol. 2",1472,"[{'genre': '', 'item_id': '528340', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528340', 'item_name': ""Naruto Shippuden Uncut: Inari's Courage Put to the Test""}, {'genre': '', 'item_id': '528341', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528341', 'item_name': ""Naruto Shippuden Uncut: Naruto's School of Revenge""}, {'genre': '', 'item_id': '528342', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528342', 'item_name': ""Naruto Shippuden Uncut: Gaara's Bond""}, {'genre': '', 'item_id': '528343', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528343', 'item_name': 'Naruto Shippuden Uncut: Naruto: Outbreak'}, {'genre': '', 'item_id': '528344', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528344', 'item_name': 'Naruto Shippuden Uncut: Deploy! Team Tenten'}, {'genre': '', 'item_id': '528345', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528345', 'item_name': 'Naruto Shippuden Uncut: Animal District'}, {'genre': '', 'item_id': '528346', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528346', 'item_name': 'Naruto Shippuden Uncut: Ah, the Medicine of Youth'}, {'genre': '', 'item_id': '528347', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528347', 'item_name': 'Naruto Shippuden Uncut: Gutsy Master and Student: The Training'}, {'genre': '', 'item_id': '528348', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528348', 'item_name': 'Naruto Shippuden Uncut: Record of the Gutsy Ninja Master and Student'}, {'genre': '', 'item_id': '528349', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528349', 'item_name': ""Naruto Shippuden Uncut: Sasuke's Paw Encyclopedia""}, {'genre': '', 'item_id': '528350', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528350', 'item_name': 'Naruto Shippuden Uncut: Naruto and the Old Soldier'}, {'genre': '', 'item_id': '528351', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528351', 'item_name': 'Naruto Shippuden Uncut: Kakashi Love Song'}, {'genre': '', 'item_id': '528352', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/528352', 'item_name': 'Naruto Shippuden Uncut: Neji Chronicles'}]",22%
$24.28,http://store.steampowered.com/bundle/1477/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$26.98,Halcyon 6: Starbase Commander + Soundtrack,1477,"[{'genre': 'Indie, RPG, Simulation, Strategy', 'item_id': '371200', 'discounted_price': '$16.99', 'item_url': 'http://store.steampowered.com/app/371200', 'item_name': 'Halcyon 6: Starbase Commander'}, {'genre': 'Indie, RPG, Simulation, Strategy', 'item_id': '528490', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/528490', 'item_name': 'Halcyon 6: Starbase Commander - Soundtrack'}]",10%
$2.15,http://store.steampowered.com/bundle/1284/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$2.53,Black Sand Drift Collector's Edition,1284,"[{'genre': 'Casual, Indie', 'item_id': '507380', 'discounted_price': '$0.84', 'item_url': 'http://store.steampowered.com/app/507380', 'item_name': 'Black Sand Drift'}, {'genre': 'Casual, Indie', 'item_id': '517560', 'discounted_price': '$1.69', 'item_url': 'http://store.steampowered.com/app/517560', 'item_name': ""Black Sand Drift Collector's Edition Content""}]",15%
$575.84,http://store.steampowered.com/bundle/1468/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$654.44,The Codemasters Complete Collection,1468,"[{'genre': 'RPG', 'item_id': '11450', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/11450', 'item_name': 'Overlord™'}, {'genre': 'Racing', 'item_id': '12750', 'discounted_price': '$14.99', 'item_url': 'http://store.steampowered.com/app/12750', 'item_name': 'GRID™'}, {'genre': 'RPG', 'item_id': '12770', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/12770', 'item_name': 'Rise of the Argonauts'}, {'genre': 'Simulation', 'item_id': '11590', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/11590', 'item_name': 'Hospital Tycoon'}, {'genre': 'Strategy', 'item_id': '11560', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/11560', 'item_name': 'Maelstrom: The Battle for Earth Begins'}, {'genre': 'Action, Adventure', 'item_id': '12790', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/12790', 'item_name': 'Damnation'}, {'genre': 'RPG', 'item_id': '12810', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/12810', 'item_name': 'Overlord II'}, {'genre': 'Action', 'item_id': '12830', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/12830', 'item_name': 'Operation Flashpoint: Dragon Rising'}, {'genre': 'RPG', 'item_id': '12710', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/12710', 'item_name': 'Overlord™: Raising Hell'}, {'genre': 'Racing, Simulation, Sports', 'item_id': '44310', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/44310', 'item_name': 'F1 2010™'}, {'genre': 'Action, Strategy', 'item_id': '44340', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/44340', 'item_name': 'Operation Flashpoint: Red River'}, {'genre': 'Racing, Simulation, Sports', 'item_id': '44360', 'discounted_price': '$14.99', 'item_url': 'http://store.steampowered.com/app/44360', 'item_name': 'F1 2011'}, {'genre': 'Action, Racing, Sports', 'item_id': '201700', 'discounted_price': '$14.99', 'item_url': 'http://store.steampowered.com/app/201700', 'item_name': 'DiRT Showdown'}, {'genre': 'Racing, Simulation, Sports', 'item_id': '208500', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/208500', 'item_name': 'F1 2012™'}, {'genre': 'Racing', 'item_id': '220801', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/220801', 'item_name': 'F1 Race Stars - Europe Track DLC'}, {'genre': 'Racing', 'item_id': '203680', 'discounted_price': '$14.99', 'item_url': 'http://store.steampowered.com/app/203680', 'item_name': 'F1 RACE STARS™'}, {'genre': 'Racing', 'item_id': '220802', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/220802', 'item_name': 'F1 Race Stars - Games Accessory Pack'}, {'genre': 'Racing', 'item_id': '220803', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/220803', 'item_name': 'F1 Race Stars - Music Accessory Pack'}, {'genre': 'Racing', 'item_id': '220804', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/220804', 'item_name': 'F1 Race Stars - Princess Accessory Pack'}, {'genre': 'Racing', 'item_id': '220805', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/220805', 'item_name': 'F1 Race Stars - Science Accessory Pack'}, {'genre': 'Racing', 'item_id': '220806', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/220806', 'item_name': 'F1 Race Stars - Nature Accessory Pack'}, {'genre': 'Racing', 'item_id': '220807', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/220807', 'item_name': 'F1 Race Stars - Monster Accessory Pack'}, {'genre': 'Racing', 'item_id': '220809', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/220809', 'item_name': 'F1 Race Stars - Holiday Accessory Pack'}, {'genre': 'Racing', 'item_id': '220812', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/220812', 'item_name': 'F1 Race Stars - Canada Track'}, {'genre': 'Racing', 'item_id': '220813', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/220813', 'item_name': 'F1 Race Stars - China Track'}, {'genre': 'Racing', 'item_id': '220811', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/220811', 'item_name': 'F1 Race Stars - India Track'}, {'genre': 'Racing, Sports', 'item_id': '221165', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/221165', 'item_name': 'GRID 2 - Super Modified Pack'}, {'genre': 'Racing, Sports', 'item_id': '44350', 'discounted_price': '$29.99', 'item_url': 'http://store.steampowered.com/app/44350', 'item_name': 'GRID 2'}, {'genre': 'Racing, Sports', 'item_id': '221162', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/221162', 'item_name': 'GRID 2 - GTR Racing Pack'}, {'genre': 'Racing, Sports', 'item_id': '221160', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/221160', 'item_name': 'GRID 2 - McLaren Racing Pack'}, {'genre': 'Racing, Sports', 'item_id': '221164', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/221164', 'item_name': 'GRID 2 - Headstart Pack'}, {'genre': 'Racing, Sports', 'item_id': '221161', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/221161', 'item_name': 'GRID 2 - IndyCar Pack'}, {'genre': 'Racing, Sports', 'item_id': '221168', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/221168', 'item_name': 'GRID 2 - Car Unlock Pack'}, {'genre': 'Racing, Sports', 'item_id': '221167', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/221167', 'item_name': 'GRID 2 - Drift Pack'}, {'genre': 'Racing, Sports', 'item_id': '221166', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/221166', 'item_name': 'GRID 2 - Peak Performance Pack'}, {'genre': 'Racing, Sports', 'item_id': '255220', 'discounted_price': '$39.99', 'item_url': 'http://store.steampowered.com/app/255220', 'item_name': 'GRID Autosport'}, {'genre': 'Racing, Sports', 'item_id': '255690', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/255690', 'item_name': 'GRID 2 - Spa-Francorchamps Track Pack'}, {'genre': 'Racing, Sports', 'item_id': '255691', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/255691', 'item_name': 'GRID 2 - Bathurst Track Pack'}, {'genre': 'Racing, Sports', 'item_id': '255692', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/255692', 'item_name': 'GRID 2 - Classic GRID Pack'}, {'genre': 'Racing, Sports', 'item_id': '282090', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/282090', 'item_name': 'GRID Autosport - Black Edition Pack'}, {'genre': 'Racing, Sports', 'item_id': '282091', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/282091', 'item_name': 'GRID Autosport - Boost Pack'}, {'genre': 'Racing, Sports', 'item_id': '282092', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/282092', 'item_name': 'GRID Autosport - Premium Garage Pack'}, {'genre': 'Racing, Sports', 'item_id': '286570', 'discounted_price': '$54.99', 'item_url': 'http://store.steampowered.com/app/286570', 'item_name': 'F1 2015'}, {'genre': 'Racing', 'item_id': '287260', 'discounted_price': '$14.99', 'item_url': 'http://store.steampowered.com/app/287260', 'item_name': 'Toybox Turbos'}, {'genre': 'Racing, Sports', 'item_id': '287340', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/287340', 'item_name': 'Colin McRae Rally'}, {'genre': 'Racing, Sports', 'item_id': '289020', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/289020', 'item_name': 'GRID Autosport - Best of British Pack'}, {'genre': 'Racing, Sports', 'item_id': '289021', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/289021', 'item_name': 'GRID Autosport - Coupé Style Pack'}, {'genre': 'Racing, Sports', 'item_id': '289022', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/289022', 'item_name': 'GRID Autosport - Sprint Pack'}, {'genre': 'Racing, Sports', 'item_id': '289023', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/289023', 'item_name': 'GRID Autosport - Road & Track Car Pack'}, {'genre': 'Racing, Sports', 'item_id': '289024', 'discounted_price': '$12.99', 'item_url': 'http://store.steampowered.com/app/289024', 'item_name': 'GRID Autosport - Touring Legends Pack'}, {'genre': '', 'item_id': '289025', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/289025', 'item_name': 'GRID Autosport - Drag Pack'}, {'genre': 'Racing, Simulation, Sports', 'item_id': '310560', 'discounted_price': '$59.99', 'item_url': 'http://store.steampowered.com/app/310560', 'item_name': 'DiRT Rally'}, {'genre': 'Racing, Sports', 'item_id': '226580', 'discounted_price': '$29.99', 'item_url': 'http://store.steampowered.com/app/226580', 'item_name': 'F1 2014'}, {'genre': 'Racing, Simulation, Sports', 'item_id': '321040', 'discounted_price': '$29.99', 'item_url': 'http://store.steampowered.com/app/321040', 'item_name': 'DiRT 3 Complete Edition'}, {'genre': 'Racing, Simulation, Sports', 'item_id': '391040', 'discounted_price': '$59.99', 'item_url': 'http://store.steampowered.com/app/391040', 'item_name': 'F1 2016'}, {'genre': 'Action, Adventure', 'item_id': '306670', 'discounted_price': '$18.99', 'item_url': 'http://store.steampowered.com/app/306670', 'item_name': 'Overlord: Fellowship of Evil'}]",12%
$75.18,http://store.steampowered.com/bundle/1225/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$79.98,Starters + Founders Package,1225,"[{'genre': 'Action, Early Access', 'item_id': '436520', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/436520', 'item_name': 'Line of Sight'}, {'genre': 'Action', 'item_id': '520900', 'discounted_price': '$69.99', 'item_url': 'http://store.steampowered.com/app/520900', 'item_name': 'Line of Sight - Founders Pack'}]",6%
$4.51,http://store.steampowered.com/bundle/1455/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$9.07,ULTAKAAR CHRONICLES,1455,"[{'genre': 'Action, Indie', 'item_id': '357070', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/357070', 'item_name': 'UBERMOSH'}, {'genre': 'Action, Indie', 'item_id': '366420', 'discounted_price': '$0.51', 'item_url': 'http://store.steampowered.com/app/366420', 'item_name': 'UBERMOSH: Original Soundtrack'}, {'genre': 'Action, Indie', 'item_id': '444940', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/444940', 'item_name': 'UBERMOSH:BLACK'}, {'genre': 'Action, Indie', 'item_id': '515570', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/515570', 'item_name': 'UBERMOSH Vol.3'}, {'genre': 'Action, Indie', 'item_id': '527000', 'discounted_price': '$0.59', 'item_url': 'http://store.steampowered.com/app/527000', 'item_name': 'SWARMRIDERS: Original Soundtrack'}]",50%
$20.02,http://store.steampowered.com/bundle/1419/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$27.86,"Naruto Shippuden Uncut Season 3, Vol. 1",1419,"[{'genre': '', 'item_id': '525790', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525790', 'item_name': ""Naruto Shippuden Uncut: The Serpent's Pupil""}, {'genre': '', 'item_id': '525791', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525791', 'item_name': 'Naruto Shippuden Uncut: Eye of the Hawk'}, {'genre': '', 'item_id': '525792', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525792', 'item_name': ""Naruto Shippuden Uncut: Zabuza's Blade""}, {'genre': '', 'item_id': '525793', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525793', 'item_name': 'Naruto Shippuden Uncut: Guardian of the Iron Wall'}, {'genre': '', 'item_id': '525794', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525794', 'item_name': 'Naruto Shippuden Uncut: Jugo of the Northern Hideout'}, {'genre': '', 'item_id': '525795', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525795', 'item_name': 'Naruto Shippuden Uncut: S10E06'}, {'genre': '', 'item_id': '525796', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525796', 'item_name': 'Naruto Shippuden Uncut: S10E07'}, {'genre': '', 'item_id': '525797', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525797', 'item_name': ""Naruto Shippuden Uncut: Kakashi Chronicles - A Boy's Life on the Battlefield - Part 2""}, {'genre': '', 'item_id': '525798', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525798', 'item_name': 'Naruto Shippuden Uncut: S10E09'}, {'genre': '', 'item_id': '525799', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525799', 'item_name': 'Naruto Shippuden Uncut: The Hunt'}, {'genre': '', 'item_id': '525800', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525800', 'item_name': 'Naruto Shippuden Uncut: Clash!'}, {'genre': '', 'item_id': '525801', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525801', 'item_name': 'Naruto Shippuden Uncut: Art'}, {'genre': '', 'item_id': '525802', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525802', 'item_name': 'Naruto Shippuden Uncut: Disappearance'}, {'genre': '', 'item_id': '525803', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525803', 'item_name': 'Naruto Shippuden Uncut: Twilight'}]",28%
$20.15,http://store.steampowered.com/bundle/1421/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$25.87,"Naruto Shippuden Uncut Season 3, Vol. 3",1421,"[{'genre': '', 'item_id': '525830', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525830', 'item_name': 'Naruto Shippuden Uncut: Truth'}, {'genre': '', 'item_id': '525831', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525831', 'item_name': 'Naruto Shippuden Uncut: Battle of Unraikyo'}, {'genre': '', 'item_id': '525832', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525832', 'item_name': 'Naruto Shippuden Uncut: The Eight Tails vs Sasuke'}, {'genre': '', 'item_id': '525833', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525833', 'item_name': 'Naruto Shippuden Uncut: Wanderer'}, {'genre': '', 'item_id': '525834', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525834', 'item_name': 'Naruto Shippuden Uncut: Successor of the Forbidden Jutsu'}, {'genre': '', 'item_id': '525835', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525835', 'item_name': ""Naruto Shippuden Uncut: The Successor's Wish""}, {'genre': '', 'item_id': '525836', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525836', 'item_name': ""Naruto Shippuden Uncut: Rogue Ninja's Past""}, {'genre': '', 'item_id': '525837', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525837', 'item_name': 'Naruto Shippuden Uncut: Heir to Darkness'}, {'genre': '', 'item_id': '525838', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525838', 'item_name': 'Naruto Shippuden Uncut: Separation'}, {'genre': '', 'item_id': '525839', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525839', 'item_name': 'Naruto Shippuden Uncut: The Forbidden Jutsu Released'}, {'genre': '', 'item_id': '525840', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525840', 'item_name': 'Naruto Shippuden Uncut: Master and Student'}, {'genre': '', 'item_id': '525841', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525841', 'item_name': 'Naruto Shippuden Uncut: Somber News'}, {'genre': '', 'item_id': '525842', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525842', 'item_name': ""Naruto Shippuden Uncut: Following the Master's Shadow""}]",22%
$20.15,http://store.steampowered.com/bundle/1433/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$25.87,"Naruto Shippuden Uncut Season 3, Vol. 4",1433,"[{'genre': '', 'item_id': '526200', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526200', 'item_name': 'Naruto Shippuden Uncut: Decryption'}, {'genre': '', 'item_id': '526201', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526201', 'item_name': 'Naruto Shippuden Uncut: The First Challenge'}, {'genre': '', 'item_id': '526202', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526202', 'item_name': 'Naruto Shippuden Uncut: Surpassing the Master'}, {'genre': '', 'item_id': '526203', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526203', 'item_name': 'Naruto Shippuden Uncut: Assault on the Leaf Village!'}, {'genre': '', 'item_id': '526204', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526204', 'item_name': 'Naruto Shippuden Uncut: Power to Believe'}, {'genre': '', 'item_id': '526205', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526205', 'item_name': 'Naruto Shippuden Uncut: Pain vs Kakashi'}, {'genre': '', 'item_id': '526206', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526206', 'item_name': 'Naruto Shippuden Uncut: Mystery of Pain'}, {'genre': '', 'item_id': '526207', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526207', 'item_name': 'Naruto Shippuden Uncut: Surname is Sarutobi! Given Name, Konohamaru!'}, {'genre': '', 'item_id': '526208', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526208', 'item_name': 'Naruto Shippuden Uncut: Pain to the World'}, {'genre': '', 'item_id': '526209', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526209', 'item_name': 'Naruto Shippuden Uncut: Explosion! Sage Mode'}, {'genre': '', 'item_id': '526210', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526210', 'item_name': 'Naruto Shippuden Uncut: Danger! Sage Mode Limit Reached'}, {'genre': '', 'item_id': '526211', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526211', 'item_name': 'Naruto Shippuden Uncut: Nine Tails, Captured!'}, {'genre': '', 'item_id': '526212', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/526212', 'item_name': 'Naruto Shippuden Uncut: Confessions'}]",22%
$20.02,http://store.steampowered.com/bundle/1420/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$27.86,"Naruto Shippuden Uncut Season 3, Vol. 2",1420,"[{'genre': '', 'item_id': '525810', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525810', 'item_name': 'Naruto Shippuden Uncut: Tales of a Gutsy Ninja: Jiraiya Ninja Scrolls, Part 1'}, {'genre': '', 'item_id': '525811', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525811', 'item_name': 'Naruto Shippuden Uncut: Tales of a Gutsy Ninja : Jiraiya Ninja Scrolls, Part 2'}, {'genre': '', 'item_id': '525812', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525812', 'item_name': 'Naruto Shippuden Uncut: Infiltrate! The Village Hidden in the Rain'}, {'genre': '', 'item_id': '525813', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525813', 'item_name': 'Naruto Shippuden Uncut: The Man Who Became God'}, {'genre': '', 'item_id': '525814', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525814', 'item_name': 'Naruto Shippuden Uncut: Honored Sage Mode!'}, {'genre': '', 'item_id': '525815', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525815', 'item_name': 'Naruto Shippuden Uncut: In Attendance, The Six Paths of Pain'}, {'genre': '', 'item_id': '525816', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525816', 'item_name': 'Naruto Shippuden Uncut: The Tale of Jiraiya the Gallant'}, {'genre': '', 'item_id': '525817', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525817', 'item_name': 'Naruto Shippuden Uncut: Banquet Invitation'}, {'genre': '', 'item_id': '525818', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525818', 'item_name': 'Naruto Shippuden Uncut: The Longest Moment...'}, {'genre': '', 'item_id': '525819', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525819', 'item_name': 'Naruto Shippuden Uncut: The Light & Dark of the Mangekyo Sharingan'}, {'genre': '', 'item_id': '525820', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525820', 'item_name': 'Naruto Shippuden Uncut: Amaterasu!'}, {'genre': '', 'item_id': '525821', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525821', 'item_name': 'Naruto Shippuden Uncut: The End'}, {'genre': '', 'item_id': '525822', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525822', 'item_name': 'Naruto Shippuden Uncut: The Mystery of Tobi'}, {'genre': '', 'item_id': '525823', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/525823', 'item_name': 'Naruto Shippuden Uncut: Fate'}]",28%
